ProductID|Name|ProductNumber|MakeFlag|FinishedGoodsFlag|Color|SafetyStockLevel|ReorderPoint|StandardCost|ListPrice|Size|SizeUnitMeasureCode|WeightUnitMeasureCode|Weight|DaysToManufacture|ProductLine|Class|Style|ProductSubcategoryID|ProductModelID|SellStartDate|SellEndDate|DiscontinuedDate
469|Lock Washer 1|LW-4000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
470|Lock Washer 7|LW-5160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
471|Lock Washer 12|LW-5800|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
472|Lock Washer 2|LW-6000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
473|Lock Washer 9|LW-7160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
474|Lock Washer 3|LW-8000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
475|Lock Washer 11|LW-9160|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
476|Metal Angle|MA-7075|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
477|Metal Bar 1|MB-2024|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
478|Metal Bar 2|MB-6061|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
479|Metal Plate 2|MP-2066|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
480|Metal Plate 1|MP-2503|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
481|Metal Plate 3|MP-4960|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
482|Metal Sheet 2|MS-0253|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
483|Metal Sheet 3|MS-1256|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
484|Metal Sheet 7|MS-1981|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
485|Metal Sheet 4|MS-2259|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
486|Metal Sheet 5|MS-2341|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
487|Metal Sheet 6|MS-2348|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
488|Metal Sheet 1|MS-6061|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
489|Metal Tread Plate|MT-1000|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
490|LL Nipple|NI-4127|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
491|HL Nipple|NI-9522|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
492|Paint - Black|PA-187B|False|False|\N|60|45|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
493|Paint - Red|PA-361R|False|False|\N|60|45|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
494|Paint - Silver|PA-529S|False|False|\N|60|45|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
495|Paint - Blue|PA-632U|False|False|\N|60|45|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
496|Paint - Yellow|PA-823Y|False|False|\N|60|45|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
497|Pinch Bolt|PB-6109|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
504|Cup-Shaped Race|RA-2345|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
505|Cone-Shaped Race|RA-7490|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
506|Reflector|RF-9198|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
507|LL Mountain Rim|RM-M464|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |435.00|0|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
508|ML Mountain Rim|RM-M692|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |450.00|0|\N|M |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
509|HL Mountain Rim|RM-M823|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |400.00|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
510|LL Road Rim|RM-R436|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |445.00|0|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
511|ML Road Rim|RM-R600|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |450.00|0|\N|M |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
512|HL Road Rim|RM-R800|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |400.00|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
513|Touring Rim|RM-T801|False|False|\N|800|600|0.0000|0.0000|\N|\N|G  |460.00|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
514|LL Mountain Seat Assembly|SA-M198|True|False|\N|500|375|98.7700|133.3400|\N|\N|\N|\N|1|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
515|ML Mountain Seat Assembly|SA-M237|True|False|\N|500|375|108.9900|147.1400|\N|\N|\N|\N|1|\N|M |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
516|HL Mountain Seat Assembly|SA-M687|True|False|\N|500|375|145.8700|196.9200|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
517|LL Road Seat Assembly|SA-R127|True|False|\N|500|375|98.7700|133.3400|\N|\N|\N|\N|1|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
518|ML Road Seat Assembly|SA-R430|True|False|\N|500|375|108.9900|147.1400|\N|\N|\N|\N|1|\N|M |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
519|HL Road Seat Assembly|SA-R522|True|False|\N|500|375|145.8700|196.9200|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
520|LL Touring Seat Assembly|SA-T467|True|False|\N|500|375|98.7700|133.3400|\N|\N|\N|\N|1|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
521|ML Touring Seat Assembly|SA-T612|True|False|\N|500|375|108.9900|147.1400|\N|\N|\N|\N|1|\N|M |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
522|HL Touring Seat Assembly|SA-T872|True|False|\N|500|375|145.8700|196.9200|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
523|LL Spindle/Axle|SD-2342|False|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|0|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
524|HL Spindle/Axle|SD-9872|False|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
525|LL Shell|SH-4562|False|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|0|\N|L |\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
526|HL Shell|SH-9312|False|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
527|Spokes|SK-9283|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
528|Seat Lug|SL-0931|False|False|\N|1000|750|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
529|Stem|SM-9087|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
530|Seat Post|SP-2981|False|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
531|Steerer|SR-2098|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
532|Seat Stays|SS-2985|True|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
533|Seat Tube|ST-9828|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
534|Top Tube|TO-2301|True|False|\N|500|375|0.0000|0.0000|\N|\N|\N|\N|1|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
535|Tension Pulley|TP-0923|False|False|\N|800|600|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
679|Rear Derailleur Cage|RC-0291|False|False|Silver|500|375|0.0000|0.0000|\N|\N|\N|\N|0|\N|\N|\N|\N|\N|2008-04-30 00:00:00.0000000|\N|\N
680|HL Road Frame - Black, 58|FR-R92B-58|True|True|Black|500|375|1059.3100|1431.5000|58|CM |LB |2.24|1|R |H |U |14|6|2008-04-30 00:00:00.0000000|\N|\N
706|HL Road Frame - Red, 58|FR-R92R-58|True|True|Red|500|375|1059.3100|1431.5000|58|CM |LB |2.24|1|R |H |U |14|6|2008-04-30 00:00:00.0000000|\N|\N
707|Sport-100 Helmet, Red|HL-U509-R|False|True|Red|4|3|13.0863|34.9900|\N|\N|\N|\N|0|S |\N|\N|31|33|2011-05-31 00:00:00.0000000|\N|\N
708|Sport-100 Helmet, Black|HL-U509|False|True|Black|4|3|13.0863|34.9900|\N|\N|\N|\N|0|S |\N|\N|31|33|2011-05-31 00:00:00.0000000|\N|\N
709|Mountain Bike Socks, M|SO-B909-M|False|True|White|4|3|3.3963|9.5000|M|\N|\N|\N|0|M |\N|U |23|18|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
710|Mountain Bike Socks, L|SO-B909-L|False|True|White|4|3|3.3963|9.5000|L|\N|\N|\N|0|M |\N|U |23|18|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
711|Sport-100 Helmet, Blue|HL-U509-B|False|True|Blue|4|3|13.0863|34.9900|\N|\N|\N|\N|0|S |\N|\N|31|33|2011-05-31 00:00:00.0000000|\N|\N
712|AWC Logo Cap|CA-1098|False|True|Multi|4|3|6.9223|8.9900|\N|\N|\N|\N|0|S |\N|U |19|2|2011-05-31 00:00:00.0000000|\N|\N
713|Long-Sleeve Logo Jersey, S|LJ-0192-S|False|True|Multi|4|3|38.4923|49.9900|S|\N|\N|\N|0|S |\N|U |21|11|2011-05-31 00:00:00.0000000|\N|\N
714|Long-Sleeve Logo Jersey, M|LJ-0192-M|False|True|Multi|4|3|38.4923|49.9900|M|\N|\N|\N|0|S |\N|U |21|11|2011-05-31 00:00:00.0000000|\N|\N
715|Long-Sleeve Logo Jersey, L|LJ-0192-L|False|True|Multi|4|3|38.4923|49.9900|L|\N|\N|\N|0|S |\N|U |21|11|2011-05-31 00:00:00.0000000|\N|\N
716|Long-Sleeve Logo Jersey, XL|LJ-0192-X|False|True|Multi|4|3|38.4923|49.9900|XL|\N|\N|\N|0|S |\N|U |21|11|2011-05-31 00:00:00.0000000|\N|\N
717|HL Road Frame - Red, 62|FR-R92R-62|True|True|Red|500|375|868.6342|1431.5000|62|CM |LB |2.30|1|R |H |U |14|6|2011-05-31 00:00:00.0000000|\N|\N
718|HL Road Frame - Red, 44|FR-R92R-44|True|True|Red|500|375|868.6342|1431.5000|44|CM |LB |2.12|1|R |H |U |14|6|2011-05-31 00:00:00.0000000|\N|\N
719|HL Road Frame - Red, 48|FR-R92R-48|True|True|Red|500|375|868.6342|1431.5000|48|CM |LB |2.16|1|R |H |U |14|6|2011-05-31 00:00:00.0000000|\N|\N
720|HL Road Frame - Red, 52|FR-R92R-52|True|True|Red|500|375|868.6342|1431.5000|52|CM |LB |2.20|1|R |H |U |14|6|2011-05-31 00:00:00.0000000|\N|\N
721|HL Road Frame - Red, 56|FR-R92R-56|True|True|Red|500|375|868.6342|1431.5000|56|CM |LB |2.24|1|R |H |U |14|6|2011-05-31 00:00:00.0000000|\N|\N
722|LL Road Frame - Black, 58|FR-R38B-58|True|True|Black|500|375|204.6251|337.2200|58|CM |LB |2.46|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
723|LL Road Frame - Black, 60|FR-R38B-60|True|True|Black|500|375|204.6251|337.2200|60|CM |LB |2.48|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
724|LL Road Frame - Black, 62|FR-R38B-62|True|True|Black|500|375|204.6251|337.2200|62|CM |LB |2.50|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
725|LL Road Frame - Red, 44|FR-R38R-44|True|True|Red|500|375|187.1571|337.2200|44|CM |LB |2.32|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
726|LL Road Frame - Red, 48|FR-R38R-48|True|True|Red|500|375|187.1571|337.2200|48|CM |LB |2.36|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
727|LL Road Frame - Red, 52|FR-R38R-52|True|True|Red|500|375|187.1571|337.2200|52|CM |LB |2.40|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
728|LL Road Frame - Red, 58|FR-R38R-58|True|True|Red|500|375|187.1571|337.2200|58|CM |LB |2.46|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
729|LL Road Frame - Red, 60|FR-R38R-60|True|True|Red|500|375|187.1571|337.2200|60|CM |LB |2.48|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
730|LL Road Frame - Red, 62|FR-R38R-62|True|True|Red|500|375|187.1571|337.2200|62|CM |LB |2.50|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
731|ML Road Frame - Red, 44|FR-R72R-44|True|True|Red|500|375|352.1394|594.8300|44|CM |LB |2.22|1|R |M |U |14|16|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
732|ML Road Frame - Red, 48|FR-R72R-48|True|True|Red|500|375|352.1394|594.8300|48|CM |LB |2.26|1|R |M |U |14|16|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
733|ML Road Frame - Red, 52|FR-R72R-52|True|True|Red|500|375|352.1394|594.8300|52|CM |LB |2.30|1|R |M |U |14|16|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
734|ML Road Frame - Red, 58|FR-R72R-58|True|True|Red|500|375|352.1394|594.8300|58|CM |LB |2.36|1|R |M |U |14|16|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
735|ML Road Frame - Red, 60|FR-R72R-60|True|True|Red|500|375|352.1394|594.8300|60|CM |LB |2.38|1|R |M |U |14|16|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
736|LL Road Frame - Black, 44|FR-R38B-44|True|True|Black|500|375|204.6251|337.2200|44|CM |LB |2.32|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
737|LL Road Frame - Black, 48|FR-R38B-48|True|True|Black|500|375|204.6251|337.2200|48|CM |LB |2.36|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
738|LL Road Frame - Black, 52|FR-R38B-52|True|True|Black|500|375|204.6251|337.2200|52|CM |LB |2.40|1|R |L |U |14|9|2011-05-31 00:00:00.0000000|\N|\N
739|HL Mountain Frame - Silver, 42|FR-M94S-42|True|True|Silver|500|375|747.2002|1364.5000|42|CM |LB |2.72|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
740|HL Mountain Frame - Silver, 44|FR-M94S-44|True|True|Silver|500|375|706.8110|1364.5000|44|CM |LB |2.76|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
741|HL Mountain Frame - Silver, 48|FR-M94S-52|True|True|Silver|500|375|706.8110|1364.5000|48|CM |LB |2.80|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
742|HL Mountain Frame - Silver, 46|FR-M94S-46|True|True|Silver|500|375|747.2002|1364.5000|46|CM |LB |2.84|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
743|HL Mountain Frame - Black, 42|FR-M94B-42|True|True|Black|500|375|739.0410|1349.6000|42|CM |LB |2.72|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
744|HL Mountain Frame - Black, 44|FR-M94B-44|True|True|Black|500|375|699.0928|1349.6000|44|CM |LB |2.76|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
745|HL Mountain Frame - Black, 48|FR-M94B-48|True|True|Black|500|375|699.0928|1349.6000|48|CM |LB |2.80|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
746|HL Mountain Frame - Black, 46|FR-M94B-46|True|True|Black|500|375|739.0410|1349.6000|46|CM |LB |2.84|1|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
747|HL Mountain Frame - Black, 38|FR-M94B-38|True|True|Black|500|375|739.0410|1349.6000|38|CM |LB |2.68|2|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
748|HL Mountain Frame - Silver, 38|FR-M94S-38|True|True|Silver|500|375|747.2002|1364.5000|38|CM |LB |2.68|2|M |H |U |12|5|2011-05-31 00:00:00.0000000|\N|\N
749|Road-150 Red, 62|BK-R93R-62|True|True|Red|100|75|2171.2942|3578.2700|62|CM |LB |15.00|4|R |H |U |2|25|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
750|Road-150 Red, 44|BK-R93R-44|True|True|Red|100|75|2171.2942|3578.2700|44|CM |LB |13.77|4|R |H |U |2|25|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
751|Road-150 Red, 48|BK-R93R-48|True|True|Red|100|75|2171.2942|3578.2700|48|CM |LB |14.13|4|R |H |U |2|25|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
752|Road-150 Red, 52|BK-R93R-52|True|True|Red|100|75|2171.2942|3578.2700|52|CM |LB |14.42|4|R |H |U |2|25|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
753|Road-150 Red, 56|BK-R93R-56|True|True|Red|100|75|2171.2942|3578.2700|56|CM |LB |14.68|4|R |H |U |2|25|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
754|Road-450 Red, 58|BK-R68R-58|True|True|Red|100|75|884.7083|1457.9900|58|CM |LB |17.79|4|R |M |U |2|28|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
755|Road-450 Red, 60|BK-R68R-60|True|True|Red|100|75|884.7083|1457.9900|60|CM |LB |17.90|4|R |M |U |2|28|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
756|Road-450 Red, 44|BK-R68R-44|True|True|Red|100|75|884.7083|1457.9900|44|CM |LB |16.77|4|R |M |U |2|28|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
757|Road-450 Red, 48|BK-R68R-48|True|True|Red|100|75|884.7083|1457.9900|48|CM |LB |17.13|4|R |M |U |2|28|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
758|Road-450 Red, 52|BK-R68R-52|True|True|Red|100|75|884.7083|1457.9900|52|CM |LB |17.42|4|R |M |U |2|28|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
759|Road-650 Red, 58|BK-R50R-58|True|True|Red|100|75|486.7066|782.9900|58|CM |LB |19.79|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
760|Road-650 Red, 60|BK-R50R-60|True|True|Red|100|75|486.7066|782.9900|60|CM |LB |19.90|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
761|Road-650 Red, 62|BK-R50R-62|True|True|Red|100|75|486.7066|782.9900|62|CM |LB |20.00|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
762|Road-650 Red, 44|BK-R50R-44|True|True|Red|100|75|486.7066|782.9900|44|CM |LB |18.77|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
763|Road-650 Red, 48|BK-R50R-48|True|True|Red|100|75|486.7066|782.9900|48|CM |LB |19.13|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
764|Road-650 Red, 52|BK-R50R-52|True|True|Red|100|75|486.7066|782.9900|52|CM |LB |19.42|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
765|Road-650 Black, 58|BK-R50B-58|True|True|Black|100|75|486.7066|782.9900|58|CM |LB |19.79|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
766|Road-650 Black, 60|BK-R50B-60|True|True|Black|100|75|486.7066|782.9900|60|CM |LB |19.90|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
767|Road-650 Black, 62|BK-R50B-62|True|True|Black|100|75|486.7066|782.9900|62|CM |LB |20.00|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
768|Road-650 Black, 44|BK-R50B-44|True|True|Black|100|75|486.7066|782.9900|44|CM |LB |18.77|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
769|Road-650 Black, 48|BK-R50B-48|True|True|Black|100|75|486.7066|782.9900|48|CM |LB |19.13|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
770|Road-650 Black, 52|BK-R50B-52|True|True|Black|100|75|486.7066|782.9900|52|CM |LB |19.42|4|R |L |U |2|30|2011-05-31 00:00:00.0000000|2013-05-29 00:00:00.0000000|\N
771|Mountain-100 Silver, 38|BK-M82S-38|True|True|Silver|100|75|1912.1544|3399.9900|38|CM |LB |20.35|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
772|Mountain-100 Silver, 42|BK-M82S-42|True|True|Silver|100|75|1912.1544|3399.9900|42|CM |LB |20.77|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
773|Mountain-100 Silver, 44|BK-M82S-44|True|True|Silver|100|75|1912.1544|3399.9900|44|CM |LB |21.13|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
774|Mountain-100 Silver, 48|BK-M82S-48|True|True|Silver|100|75|1912.1544|3399.9900|48|CM |LB |21.42|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
775|Mountain-100 Black, 38|BK-M82B-38|True|True|Black|100|75|1898.0944|3374.9900|38|CM |LB |20.35|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
776|Mountain-100 Black, 42|BK-M82B-42|True|True|Black|100|75|1898.0944|3374.9900|42|CM |LB |20.77|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
777|Mountain-100 Black, 44|BK-M82B-44|True|True|Black|100|75|1898.0944|3374.9900|44|CM |LB |21.13|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
778|Mountain-100 Black, 48|BK-M82B-48|True|True|Black|100|75|1898.0944|3374.9900|48|CM |LB |21.42|4|M |H |U |1|19|2011-05-31 00:00:00.0000000|2012-05-29 00:00:00.0000000|\N
779|Mountain-200 Silver, 38|BK-M68S-38|True|True|Silver|100|75|1265.6195|2319.9900|38|CM |LB |23.35|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
780|Mountain-200 Silver, 42|BK-M68S-42|True|True|Silver|100|75|1265.6195|2319.9900|42|CM |LB |23.77|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
781|Mountain-200 Silver, 46|BK-M68S-46|True|True|Silver|100|75|1265.6195|2319.9900|46|CM |LB |24.13|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
782|Mountain-200 Black, 38|BK-M68B-38|True|True|Black|100|75|1251.9813|2294.9900|38|CM |LB |23.35|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
783|Mountain-200 Black, 42|BK-M68B-42|True|True|Black|100|75|1251.9813|2294.9900|42|CM |LB |23.77|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
784|Mountain-200 Black, 46|BK-M68B-46|True|True|Black|100|75|1251.9813|2294.9900|46|CM |LB |24.13|4|M |H |U |1|20|2012-05-30 00:00:00.0000000|\N|\N
